numberBedroom,numberBathroom,totalFloor,area,frontWidth,inletWidth,distanceCenter,price
3,5,5,47.38,17.82,9.55,1456.77,23503847743
2,4,1,70.03,7.48,7.92,4058.4,29973190565
5,4,4,56.79,12.63,8.77,2350.47,27105721737
3,5,5,67.7,14.93,2.26,6762.35,19552926199
5,1,6,81.85,12.71,2.88,9899.58,9064557600
5,4,2,35.73,9.17,4.49,2185.78,24187099669
6,3,4,97.7,9.42,4.72,1679.38,20223343500
2,4,1,55.28,11.72,5.59,9697.6,3616551862
5,5,3,64.45,13.34,2.76,9696.31,11668512704
2,6,2,53.04,18.91,1.9,5537.58,29859238846
5,1,4,31.83,11.96,7.41,7253.99,13235683218
3,3,4,41.84,8.71,6.68,399.78,27113914987
5,1,5,88.59,8.15,3.5,9828.39,8065193178
2,2,6,56.83,6.48,9.4,5740.57,20982777172
5,2,2,88.4,9.55,3.47,1202.89,27143190367
6,1,4,47.09,17.87,9.03,7695.56,7147362403
3,1,3,96.17,12.1,8.78,7035.57,2388937951
6,2,3,61.08,11.4,1.13,9066.88,3326093823
2,4,2,91.64,10.2,6.45,8508.72,14267978341
2,5,4,77.04,8.96,2.62,9419.17,23838536220
3,1,6,46.32,4.51,4.42,4254.78,14431720475
5,2,1,99.18,16.65,4.39,2761.77,7418727546
2,6,2,38.85,6.4,9.5,9190.8,27361343930
4,3,2,65.69,11.13,7.39,7142.78,22049685984
4,4,4,81.8,17.55,2.74,1671.7,6013661561
5,2,6,37.91,17.38,4.93,8410.47,25569490272
3,2,6,36.48,18.69,5.93,7589.49,24909237567
2,5,3,55.39,11.68,7.69,4601.26,8126528927
3,4,4,91.71,7.13,5.16,6937.21,8780122075
4,6,1,85.66,6.96,2.48,6032.97,29029596802
6,1,4,36.37,9.55,1.63,23.23,9475324179
1,4,6,89.45,15.32,1.23,1434.99,23199069408
2,5,2,38.81,15.78,8.4,2483.31,7130242223
1,1,1,57.55,3.89,4.32,5473.36,11173285930
5,5,6,83.77,8.88,6.84,1577.93,18203518969
1,4,3,39.32,6.66,5.33,9173.37,9658490537
3,5,4,65.0,9.99,8.39,7020.15,22106647405
6,5,2,35.74,16.88,8.89,8996.42,771507734
3,3,3,38.83,17.27,4.77,4486.88,2241866740
2,4,1,91.12,6.73,4.75,2523.28,1699954155
2,2,2,41.09,18.13,1.4,9900.9,6493198124
3,1,2,84.78,7.05,2.23,4958.96,191620491
3,3,6,61.79,6.97,5.22,3030.67,11446630443
2,4,2,61.77,5.47,9.48,3273.42,17949684977
3,5,4,83.58,9.98,5.52,5064.82,3951926727
3,4,6,45.43,11.84,5.59,4978.31,29787394679
5,2,2,69.29,12.67,6.04,467.26,6665497017
6,2,6,84.16,10.33,8.39,2732.38,15262947456
5,6,6,30.32,13.86,7.25,7364.75,3022082036
6,3,4,71.9,14.07,6.57,5433.97,18840393945
3,2,6,39.3,6.51,1.77,5434.01,14270428352
5,1,4,95.8,17.7,1.08,2715.34,1440975008
5,1,4,86.15,15.34,8.8,4813.29,21478345258
4,5,4,45.8,8.76,4.71,6230.06,17939106765
4,3,2,77.89,13.55,8.67,3708.94,26018661811
2,4,5,61.96,19.92,4.88,9636.53,17548950068
5,2,2,83.2,15.73,2.09,7003.38,24101604160
4,1,4,31.98,15.65,3.19,4993.48,18695778989
2,6,1,91.44,14.56,8.76,353.0,15795690012
4,6,4,51.2,10.63,6.83,5339.31,17124678154
2,2,5,73.96,3.78,8.45,5972.5,15426449035
1,2,5,46.51,6.81,6.1,6071.07,13784297691
3,6,3,79.48,6.51,6.74,3859.84,21247579667
6,2,3,75.45,9.89,1.54,9188.91,11205662666
6,2,5,51.56,9.36,5.57,9173.96,18230788995
2,1,5,59.29,12.41,5.73,8360.32,24877016817
4,4,6,60.61,17.7,5.5,3658.25,679100968
1,5,1,79.71,6.14,4.27,2996.11,13190191141
3,4,5,90.35,10.2,5.23,47.84,4696976696
6,5,4,72.79,6.92,2.46,6909.2,1756074411
6,6,3,72.46,9.58,2.55,2269.48,13731950923
3,5,2,51.82,5.12,7.14,2573.53,28938606226
4,4,3,67.31,17.99,2.0,328.74,12960454557
6,3,4,77.77,16.92,4.5,5128.72,14945122062
2,4,5,30.07,8.23,7.39,2301.28,20940108523
2,2,4,61.04,17.82,2.06,3446.61,6085741151
4,3,3,64.28,11.51,2.44,4827.0,1671473457
3,5,1,40.61,8.71,7.38,2139.15,2427504138
4,2,5,47.39,17.01,7.07,7307.81,4887123229
3,3,5,56.33,7.96,2.38,8496.49,15291069789
4,3,1,63.57,13.05,8.61,1149.83,29815657559
5,4,4,40.08,14.67,1.13,7173.33,27408411489
1,3,5,89.69,19.89,3.3,3849.93,28348021917
2,3,3,62.8,12.07,1.18,8344.32,22310241366
4,3,5,52.84,7.89,1.27,5824.85,6562969419
1,3,6,37.82,14.07,3.16,717.72,17147293746
4,3,2,99.27,14.19,9.94,2547.58,14529129901
2,6,3,57.48,15.86,6.81,4302.6,6400440747
6,2,2,86.18,13.52,6.65,9650.33,12345109499
6,5,5,31.72,19.7,6.92,356.07,22954043434
3,5,4,62.04,10.49,5.09,4016.59,12373255340
6,6,2,50.47,19.32,8.09,8484.2,20599996207
6,2,6,61.12,13.56,7.61,6705.93,2643810491
4,1,2,46.74,15.17,1.42,4777.54,8353301500
2,6,4,35.1,12.71,6.53,4688.24,18224110277
5,6,3,97.94,13.79,1.61,4165.22,5399107963
2,5,4,90.43,19.82,2.02,8410.65,18197348876
1,5,5,93.44,10.11,9.34,2567.62,19568196053
1,6,2,30.6,18.03,4.66,115.12,17731078719
3,6,2,96.38,18.19,1.94,5696.24,6121853004
2,5,6,96.0,19.92,5.45,9208.42,2669922318
1,5,6,53.99,19.08,9.84,3087.64,9642041150
5,3,3,64.93,7.35,6.54,3755.76,14525537666
4,5,1,61.1,9.67,1.01,2274.66,6670070959
6,4,3,31.59,8.29,5.02,8061.54,23344556088
6,2,3,63.72,7.49,3.98,3152.38,15288848334
1,3,1,77.92,8.55,2.68,9559.94,10301922762
1,6,1,47.07,12.1,9.61,8591.8,16921600716
4,5,4,74.84,13.71,5.15,3821.28,24370071207
2,6,3,36.11,17.14,2.91,9340.09,5329605055
2,4,1,90.31,3.28,5.61,2194.11,11758170867
6,3,2,43.93,10.04,4.18,5137.17,4893538331
2,1,6,75.03,9.91,3.97,1282.7,8988382338
5,5,3,87.43,14.62,4.05,9109.63,5407036176
5,5,4,90.8,9.08,7.59,8376.47,13299456090
6,3,3,36.41,17.7,7.63,1450.85,20858080137
6,1,4,94.14,12.64,8.39,6627.54,20919647192
2,6,6,54.29,11.84,2.12,7007.03,11594440214
4,6,1,61.12,9.4,3.54,9547.66,10637938637
3,1,5,30.99,16.38,5.4,7806.58,4597952442
2,4,6,39.44,16.52,7.97,1736.06,8101300974
6,1,6,51.55,16.38,9.21,9339.41,21498793227
2,5,4,78.16,9.91,4.51,2454.07,20794558118
1,5,6,77.65,8.64,4.87,61.64,2075927330
5,2,4,89.35,14.1,9.85,5095.51,18935506083
5,1,5,95.26,4.44,2.99,2610.52,630138349
4,1,3,76.34,13.87,5.76,5404.8,6937762463
2,6,4,96.74,15.87,7.44,6182.37,19850417294
3,3,1,48.56,14.37,1.18,5053.84,11420871654
2,6,2,39.71,8.67,9.66,8996.2,16116060541
6,4,5,56.29,5.36,5.53,2923.11,5737103791
6,6,1,64.97,11.75,9.33,2556.71,16698053044
1,1,3,96.45,12.31,7.92,6696.62,24028724147
6,4,6,33.7,15.44,8.02,1257.3,6958280781
6,5,4,33.96,14.74,4.13,5288.88,1105752374
1,5,5,86.29,8.75,8.57,2302.21,3517359777
2,3,5,99.42,3.28,7.43,5840.97,10449041853
5,2,6,83.33,7.04,6.53,5979.81,3645391554
6,3,4,91.9,8.0,9.69,5801.16,11196344996
3,1,3,88.1,9.7,9.05,4077.19,18949890438
3,5,1,48.9,16.43,1.23,3407.01,10920778267
4,6,2,45.14,10.39,4.63,9228.68,8292190130
5,6,6,59.71,6.47,1.92,4404.78,11203796241
6,6,3,68.71,17.71,1.39,1524.92,5444559607
6,3,6,31.98,15.4,3.49,7681.26,15872913596
5,4,4,36.61,6.5,7.92,7045.72,5869888041
2,5,6,93.12,14.81,2.82,5101.87,22102881903
6,4,3,61.67,5.14,5.77,4987.19,2968251827
1,1,4,71.58,10.22,9.19,7679.01,13813591890
2,6,3,42.35,5.33,1.48,5783.54,4435677966
1,1,6,98.74,15.15,7.6,4220.89,19389076298
1,3,2,62.27,8.49,7.55,2649.83,3086624102
3,6,1,53.2,15.91,1.62,2729.63,12349565540
6,6,2,34.18,18.8,2.0,5311.0,13660597448
1,1,5,87.22,11.57,9.67,1627.43,1649472471
4,2,2,66.19,9.35,8.18,281.08,26814147105
2,5,6,97.56,10.82,1.31,9945.64,8003104392
1,1,2,51.12,17.15,7.45,6712.21,11087499497
2,1,3,91.92,4.54,8.43,4606.67,2137228995
3,4,3,49.87,5.73,8.69,3238.52,22575592922
6,2,6,46.68,5.37,8.9,2871.98,28692763188
1,3,1,85.23,10.79,1.46,4018.96,19641483369
6,3,1,37.42,12.71,4.53,7474.87,3071645234
5,5,6,31.37,8.89,6.27,5226.75,17873007535
2,2,4,77.27,3.66,6.67,151.71,7926951835
3,5,1,80.15,9.7,8.64,2000.59,16821827881
6,3,4,86.74,13.22,9.45,8059.17,21295541388
3,6,6,45.58,8.68,7.62,7100.93,23671489091
6,3,6,78.21,18.24,7.96,3738.88,272947106
6,5,5,70.29,3.73,7.6,7970.6,15999854670
5,5,4,48.33,15.67,9.28,5815.97,559051149
1,1,5,57.88,14.69,5.63,2585.62,6894968319
4,2,6,36.03,7.44,7.02,9741.35,18520998774
3,4,2,68.03,5.83,6.18,6711.59,16819617980
3,5,6,66.04,10.36,2.12,3141.33,2037705130
2,1,2,57.3,10.83,7.64,7412.13,8943982161
5,5,2,95.4,13.26,6.03,8017.98,9717633591
3,1,4,30.82,16.49,8.44,6146.96,14862080813
4,5,5,75.87,11.82,1.14,9066.39,12179079261
6,1,2,36.87,3.43,6.95,9788.89,8473843065
4,5,1,86.43,18.01,2.48,4209.01,5181127802
1,2,5,30.42,7.69,6.98,3248.32,28237251767
3,3,3,59.8,9.4,2.89,2570.06,5035096755
4,6,5,66.79,5.31,3.1,8213.85,12615280516
1,3,4,53.35,16.2,2.2,3542.91,27915938755
4,6,5,44.77,16.42,7.43,4966.35,18308544965
1,2,1,65.18,10.92,6.45,7985.18,28456774946
5,3,3,60.71,6.96,2.05,5793.18,2529513317
3,5,1,66.01,17.34,8.11,4891.11,412738058
1,1,4,98.6,8.92,7.06,5732.11,9715038220
2,6,4,97.44,13.46,3.36,2781.08,3733016077
5,4,2,75.89,13.73,3.59,5126.71,21861891092
1,4,2,71.19,8.46,1.54,2096.65,5853189890
1,5,3,70.68,13.18,2.79,2081.46,27786771405
6,6,6,48.8,5.4,8.81,4741.97,1653654774
3,4,5,63.55,18.92,5.09,9085.78,19009593024
5,1,1,82.69,3.68,6.95,3880.62,2575647196
6,5,6,34.37,16.15,1.6,5785.27,17834885206
1,1,4,93.1,5.13,6.52,9828.11,9094279275
6,5,6,59.3,17.66,1.61,1095.64,9565708061
4,3,6,39.56,17.11,1.63,8800.33,18115624250
2,1,1,92.21,12.39,7.48,6872.74,15169034045
6,1,4,37.13,7.75,4.05,2334.53,23772782627
1,5,4,30.09,10.85,9.68,765.94,7941426166
1,2,3,69.49,17.56,8.62,5332.21,19333211680
1,1,5,56.76,9.74,6.35,2449.42,8239597099
5,6,3,63.55,13.05,3.71,7868.33,7014906170
3,3,6,53.85,11.59,8.56,2416.88,16410327669
3,5,3,76.92,16.14,3.3,9497.01,13775520087
5,2,2,32.72,16.11,6.15,2982.88,4879677736
5,5,2,37.69,12.94,3.01,5439.39,1346511717
5,2,1,37.79,10.87,3.67,5134.86,29882041653
1,2,3,74.8,5.04,7.86,6093.29,9408374070
1,1,1,70.47,6.71,9.83,5286.48,1478008024
5,2,1,62.8,10.17,4.97,2698.85,9037354341
3,5,1,46.97,6.93,4.91,3271.4,2469689751
4,5,4,76.22,13.7,8.56,9942.81,3305029147
3,5,2,79.73,11.15,7.18,7095.49,3629895117
6,3,3,73.44,5.12,6.17,2974.63,29931701921
2,5,5,58.47,14.93,8.84,1629.78,26187390906
1,6,1,39.53,3.49,6.62,8485.46,15049210867
5,4,5,38.99,17.83,9.36,5982.97,29377523571
6,5,4,41.4,11.91,2.84,6151.15,18900462486
5,5,4,83.02,6.91,1.96,1302.33,18038114766
2,3,1,76.34,17.92,2.31,1307.57,1915312207
6,3,2,37.52,11.19,1.81,1723.47,3253272170
2,4,3,55.5,8.43,4.37,4768.99,10916267046
2,4,4,33.24,17.11,3.11,893.67,17591390893
6,4,5,93.04,9.61,4.63,2883.1,21424349112
6,3,2,94.68,17.43,9.48,2329.61,23021774182
6,3,4,82.21,4.64,3.72,1737.07,22377493400
1,6,2,80.66,18.93,6.72,2764.03,13712092101
3,5,1,45.56,16.53,5.81,3152.39,5161683150
2,6,4,58.53,6.94,5.51,2447.73,4479592165
6,3,2,73.02,10.37,1.62,3413.24,5952287922
5,2,4,78.11,14.18,2.56,779.91,2388213065
2,1,4,76.84,6.49,6.8,6389.67,18999136498
3,4,6,81.01,19.05,1.52,2637.04,4154137698
6,5,3,93.81,5.57,5.71,2176.01,21023122225
2,1,6,64.44,19.15,7.05,3236.83,13809460709
1,5,1,34.15,16.45,9.37,8828.43,11638125430
6,2,1,94.54,18.62,8.43,9370.83,13450276450
1,2,5,31.4,5.43,4.44,7503.7,29451227459
2,6,6,57.05,3.55,5.52,120.88,2590890378
5,4,6,65.74,18.5,9.43,2291.31,18158296702
3,6,1,58.41,16.16,7.87,9207.7,26253655026
4,2,4,52.5,5.65,8.64,4257.59,22174711973
3,2,1,74.17,5.14,7.78,268.03,22783895435
4,5,2,55.11,15.29,6.2,1425.87,3754702882
4,5,4,87.44,6.03,6.43,9345.21,25995563470
3,2,1,68.24,8.55,1.21,8522.72,4785526909
6,2,1,77.88,7.98,9.81,9913.93,9997912085
3,4,4,39.98,3.68,3.3,5035.14,15992459948
5,4,5,87.43,5.57,6.77,3506.77,28565757212
3,5,6,89.91,11.22,4.13,896.45,28849790381
1,6,5,32.53,8.74,7.16,9696.51,22144447348
2,5,3,97.3,14.35,7.27,1138.2,7306506966
6,3,5,31.22,3.78,5.12,9009.81,7793605736
6,3,3,68.15,16.17,8.54,8589.52,28482373242
4,6,1,70.5,17.9,6.94,3849.4,1400868817
1,3,2,96.66,8.75,2.91,5513.51,309832575
4,2,4,93.23,19.49,6.53,371.21,16014215243
2,4,3,75.89,12.66,5.89,5499.38,9327832575
2,6,1,57.88,18.95,5.74,5887.6,26730057111
1,6,1,63.8,3.15,1.35,3981.05,12145437572
3,4,3,93.76,8.41,6.67,3875.26,10791177268
6,6,6,40.3,16.56,2.38,4484.19,19514009910
4,4,5,80.87,3.33,9.35,2315.74,994578667
3,6,2,43.3,18.61,4.25,7260.82,17905798506
5,1,6,88.37,6.09,5.27,5195.72,22977247539
1,3,2,78.91,16.87,1.15,8182.71,496472514
4,3,4,76.28,18.39,5.35,2879.71,26775651542
1,4,3,77.63,9.45,2.67,6866.89,11001565532
5,3,3,49.18,10.0,3.89,9198.19,8665327651
6,5,6,44.18,7.98,2.28,7120.68,71677784
6,3,4,37.77,19.4,9.08,5443.51,6061370782
6,1,3,37.17,11.05,3.35,4192.59,4888930243
4,2,4,38.07,14.14,5.87,5160.81,20687377278
6,4,6,45.62,8.22,8.24,9801.32,6824442890
4,5,2,67.46,18.62,2.93,1638.95,28796071160
2,6,5,36.04,3.77,6.5,3850.02,16279899550
2,2,4,44.36,19.02,8.63,5149.53,19256852842
6,2,6,70.48,10.04,7.19,6956.26,22054598823
2,2,1,56.03,7.52,9.84,7450.23,23006337473
2,3,3,69.4,11.99,1.81,3196.6,16246106685
1,2,2,60.19,13.75,6.41,5492.25,9950485588
3,6,2,80.91,13.05,6.11,5510.18,15325972806
1,6,2,67.05,14.32,4.91,945.05,22357854679
3,5,4,85.8,5.44,3.19,4776.5,27460865834
1,5,6,65.47,18.47,1.41,2791.17,12383247384
4,6,2,86.1,16.02,8.42,31.36,7052072154
2,1,5,51.66,13.14,5.26,9645.67,15058221907
2,5,5,39.36,14.74,1.03,3668.68,8088766715
3,4,4,62.41,7.35,2.75,6317.64,1227126335
4,5,5,33.42,19.48,2.43,8862.13,79956384
3,6,6,33.15,9.66,1.57,9127.06,9483445049
4,3,1,90.38,15.71,5.94,2343.33,3384190276
5,6,1,73.76,4.79,8.19,3918.06,23191787576
4,5,2,79.88,9.01,4.64,2316.71,16250100785
6,1,6,76.06,7.04,5.67,8039.46,27047132636
5,3,4,52.03,7.12,7.74,460.19,10661131475
4,1,5,57.86,11.07,9.62,241.28,5186992289
4,4,5,50.42,13.0,5.06,4137.46,4021456627
5,3,4,82.27,3.34,8.64,2742.9,9958089989
2,4,1,56.92,16.78,9.22,6892.6,16129300378
1,5,5,77.68,7.61,3.22,9254.56,2734618977
2,1,3,68.45,4.21,2.33,9284.08,7895489435
5,2,4,41.96,8.75,5.04,9362.07,19198049519
1,6,4,42.56,16.94,4.36,2029.65,22760569412
5,6,3,44.73,8.41,8.17,1770.06,358356120
3,2,3,87.83,19.28,2.68,1585.36,17154073648
6,5,4,35.57,3.35,2.98,3114.9,20994370377
4,3,6,72.61,8.55,6.63,3878.18,521002392
3,5,6,80.96,3.05,8.85,5737.87,28514032963
2,5,4,88.26,17.63,1.81,690.98,20797221898
3,4,4,70.43,4.82,3.12,2002.3,870755497
6,3,5,70.34,19.93,5.01,8277.65,9437039586
2,1,4,36.12,10.85,7.5,4091.42,8709629996
1,2,2,33.89,16.05,7.58,1010.17,26629358952
1,2,2,71.55,15.94,2.82,7594.92,15095595832
6,3,1,96.25,3.97,6.95,550.33,19376330836
6,3,1,91.81,19.6,3.59,2528.84,21171014695
5,5,1,52.34,14.81,2.27,7799.77,5754070142
5,2,3,33.5,12.99,2.7,6635.47,24307338931
5,2,1,63.23,9.46,9.61,3913.85,14881411662
4,1,1,55.97,16.73,8.01,3895.92,29774131916
1,3,6,62.69,12.1,5.42,2860.24,28575225376
5,4,5,31.52,15.62,9.38,5360.97,27242119758
4,5,3,58.84,17.46,1.93,5497.75,17105371746
2,1,4,60.49,3.2,5.22,1817.85,27665109678
6,2,5,44.26,14.08,5.91,1294.32,4982421689
4,1,1,40.85,12.8,9.62,2663.86,3577555975
4,3,4,41.45,5.16,9.78,313.81,2516511089
5,2,4,95.47,4.77,9.29,1328.98,2586637707
3,1,3,64.93,8.8,4.13,6715.51,9913036924
2,5,1,92.41,4.02,6.5,6299.76,26811106854
1,3,6,76.1,13.23,4.39,5477.08,21551671779
1,4,6,95.51,7.93,5.24,8218.04,23700817923
5,5,1,62.34,7.04,7.81,3621.5,24462466666
5,1,4,53.12,5.3,3.5,4477.92,17650169812
6,1,3,80.57,11.26,6.66,8948.96,12291321141
4,4,1,54.79,11.06,6.05,3062.96,27183434554
4,6,1,57.52,10.67,5.68,7258.37,9103760082
3,6,5,45.2,11.04,6.04,5885.97,18614398451
6,3,3,39.11,6.75,1.91,2907.98,17138200047
1,2,5,56.64,3.75,8.15,9602.71,4835257349
3,2,6,68.24,11.96,6.36,2488.08,4723554097
3,3,1,68.77,18.6,9.07,5180.8,20509439606
4,6,3,35.51,13.61,9.7,4269.97,10751342339
1,5,3,89.47,7.24,9.94,1561.29,22356785958
2,6,5,76.2,14.51,4.26,955.58,20784843634
5,5,1,75.79,5.54,4.86,2429.9,9049355010
6,5,4,79.77,5.75,2.87,3501.83,16260092243
1,3,6,60.52,17.66,3.32,8063.3,25206015202
5,1,1,65.89,9.52,4.51,9634.41,14663388807
6,6,1,79.06,11.28,7.16,7655.59,3791716558
4,2,6,31.17,4.26,5.84,6747.84,7114007045
6,1,5,53.01,5.07,6.95,4432.54,23296402178
1,4,4,62.37,17.53,9.02,6448.92,20403339322
5,1,6,81.14,18.48,5.02,5136.85,2345921425
2,4,5,81.12,8.76,7.72,5057.53,20733513491
4,1,1,88.68,19.51,9.42,783.06,2392161362
4,3,4,33.78,8.96,7.56,8748.9,18485822376
4,2,3,89.54,3.66,8.62,7162.53,21249232674
3,5,6,39.62,15.58,6.43,1444.84,14434172619
5,3,5,91.91,18.47,5.96,3962.19,17741741446
1,2,3,86.62,15.25,8.59,7314.69,21193417001
3,3,3,94.35,18.52,6.32,4958.63,15236932190
1,4,6,31.19,8.97,1.24,4360.67,18539149454
5,5,2,70.76,11.7,6.63,3564.71,12762217055
3,1,6,56.27,8.44,1.38,8250.14,11277351954
3,6,6,79.14,18.71,4.3,6619.15,16572648576
5,2,4,81.25,13.16,7.8,3810.66,15289643531
6,4,2,88.95,18.64,7.78,6014.65,23778896941
3,2,2,76.71,13.59,3.11,9282.54,20552864853
6,5,2,52.45,18.95,7.87,8647.53,24604434335
1,2,5,95.6,19.46,9.37,9330.24,29932821583
6,5,2,47.06,7.89,8.46,4256.51,19040089327
4,5,6,47.55,10.63,2.03,7544.25,29127475009
2,5,6,69.36,14.28,1.35,5275.4,25207729091
5,1,2,89.44,17.37,3.43,6689.92,71604924
5,2,1,48.14,14.23,1.19,3727.12,674955094
4,1,1,90.34,19.7,6.64,2974.39,7056491882
3,4,3,84.88,6.52,2.43,2105.49,26514251993
4,4,5,70.85,5.79,8.28,766.35,10539075232
5,3,3,47.19,12.49,1.78,2121.56,9716096174
4,4,2,67.21,10.67,3.91,5736.45,6151639926
5,2,2,63.73,4.66,9.1,6108.8,423802953
6,5,6,58.16,15.59,8.59,8804.84,24166657979
1,5,1,74.36,14.43,9.07,7436.11,24525366622
