numberBedroom,numberBathroom,totalFloor,area,frontWidth,inletWidth,distanceCenter,price
2,1,1,1180.0,18.0,2.0,26154.0,1515873449.0
2,1,1,1220.0,18.0,2.0,26048.0,1533915743.0
2,1,1,1310.0,18.0,2.0,25895.0,1574510905.0
2,1,1,1320.0,18.0,2.0,25831.0,1579021479.0
2,1,1,1330.0,18.0,2.0,25831.0,1583532052.0
2,1,1,1360.0,18.0,2.0,25755.0,1597063773.0
2,1,1,1390.0,18.0,2.0,25628.0,1610595494.0
2,1,1,1590.0,18.0,2.0,25045.0,1700806965.0
2,1,1,1750.0,18.0,2.0,24571.0,1772976142.0
2,1,1,1840.0,18.0,2.0,24477.0,1813571304.0
2,1,1,1950.0,18.0,2.0,24194.0,1863187614.0
2,1,1,1970.0,18.0,2.0,24048.0,1872208761.0
2,2,1,2160.0,18.0,2.0,23347.0,1957909659.0
2,2,1,2200.0,18.0,2.0,23297.0,1975951953.0
3,2,1,2280.0,18.0,2.0,23067.0,2012036541.0
3,2,1,2360.0,18.0,2.0,22841.0,2048121130.0
3,2,1,2420.0,18.0,2.0,22708.0,2075184571.0
3,2,1,2430.0,18.0,2.0,22667.0,2079695145.0
3,2,1,2440.0,18.0,2.0,22637.0,2084205719.0
3,2,1,2450.0,18.0,2.0,22554.0,2088716292.0
3,2,1,2460.0,18.0,2.0,22554.0,2093226866.0
3,2,1,2660.0,18.0,2.0,21928.0,2183438337.0
3,2,1,2670.0,18.0,2.0,21872.0,2187948911.0
3,2,1,2680.0,18.0,2.0,21813.0,2192459484.0
3,2,1,2690.0,18.0,2.0,21755.0,2196970058.0
3,2,1,2720.0,18.0,2.0,21614.0,2210501779.0
3,2,1,2800.0,18.0,2.0,21349.0,2246586367.0
3,2,1,2850.0,18.0,2.0,21227.0,2269139235.0
3,2,1,2950.0,18.0,2.0,20841.0,2314244971.0
3,2,1,3110.0,18.0,2.0,20170.0,2386414148.0
3,3,1,3170.0,18.0,2.0,20077.0,2413477589.0
4,3,1,3260.0,18.0,2.0,19780.0,2454072751.0
4,3,1,3370.0,18.0,2.0,19539.0,2503689061.0
4,3,1,3390.0,18.0,2.0,19472.0,2512710208.0
4,3,1,3570.0,18.0,2.0,19012.0,2593900532.0
4,3,1,3590.0,18.0,2.0,18980.0,2602921679.0
4,3,1,3690.0,18.0,2.0,18701.0,2648027415.0
4,3,1,3790.0,18.0,2.0,18456.0,2693133151.0
4,3,1,3880.0,18.0,2.0,18181.0,2733728313.0
4,3,1,3920.0,18.0,2.0,17948.0,2751770607.0
4,4,1,3990.0,18.0,2.0,17793.0,2783344622.0
4,4,1,4000.0,18.0,2.0,17792.0,2787855196.0
4,4,1,4120.0,18.0,2.0,17113.0,2841982079.0
4,4,1,4150.0,18.0,2.0,17014.0,2855513799.0
5,4,1,4330.0,18.0,2.0,16441.0,2936704124.0
5,4,1,4390.0,18.0,2.0,16235.0,2963767565.0
5,4,1,4500.0,18.0,2.0,15908.0,3013383874.0
5,4,1,4520.0,18.0,2.0,15818.0,3022405021.0
5,4,1,4550.0,18.0,2.0,15784.0,3035936742.0
5,4,1,4590.0,18.0,2.0,15661.0,3053979036.0
5,4,1,4600.0,18.0,2.0,15653.0,3058489610.0
5,4,1,4650.0,18.0,2.0,15467.0,3081042478.0
5,4,1,4700.0,18.0,2.0,15386.0,3103595346.0
5,4,1,4710.0,18.0,2.0,15356.0,3108105919.0
5,4,1,4720.0,18.0,2.0,15269.0,3112616493.0
5,4,1,4770.0,18.0,2.0,15083.0,3135169361.0
5,5,1,4920.0,18.0,2.0,14567.0,3202827964.0
5,5,1,4970.0,18.0,2.0,14415.0,3225380832.0
5,5,1,4980.0,17.0,2.0,14404.0,3229891406.0
5,5,1,5010.0,17.0,2.0,14265.0,3243423126.0
6,5,1,5190.0,17.0,2.0,13528.0,3324613451.0
6,5,1,5200.0,17.0,2.0,13505.0,3329124024.0
6,5,1,5340.0,17.0,2.0,12938.0,3392272054.0
6,5,1,5410.0,17.0,2.0,12759.0,3423846069.0
6,5,1,5490.0,17.0,2.0,12549.0,3459930658.0
6,5,1,5550.0,17.0,2.0,12382.0,3486994099.0
6,5,1,5560.0,17.0,2.0,12372.0,3491504673.0
6,5,1,5580.0,17.0,2.0,12358.0,3500525820.0
6,5,1,5590.0,17.0,2.0,12353.0,3505036394.0
6,6,1,5640.0,17.0,2.0,12233.0,3527589261.0
6,6,1,5660.0,17.0,2.0,12189.0,3536610409.0
6,6,1,5810.0,17.0,2.0,11710.0,3604269012.0
6,6,1,5920.0,17.0,2.0,11410.0,3653885321.0
6,6,1,5970.0,17.0,2.0,11283.0,3676438189.0
6,6,1,6100.0,17.0,2.0,10928.0,3735075646.0
6,6,1,6130.0,17.0,2.0,10835.0,3748607366.0
7,6,1,6350.0,17.0,2.0,10348.0,3847839985.0
7,6,1,6390.0,17.0,2.0,10195.0,3865882279.0
7,7,1,6520.0,17.0,3.0,9854.0,3924519736.0
7,7,1,6550.0,17.0,3.0,9763.0,3938051456.0
7,7,1,6630.0,17.0,3.0,9561.0,3974136045.0
7,7,1,6640.0,17.0,3.0,9541.0,3978646619.0
7,7,1,6700.0,17.0,3.0,9319.0,4005710060.0
7,7,1,6760.0,17.0,3.0,9195.0,4032773501.0
7,7,1,6820.0,17.0,3.0,9051.0,4059836943.0
7,7,1,6890.0,17.0,3.0,8946.0,4091410958.0
7,7,1,7060.0,17.0,3.0,8373.0,4168090709.0
7,7,1,7160.0,17.0,3.0,7959.0,4213196444.0
8,7,1,7200.0,17.0,3.0,7848.0,4231238739.0
8,7,1,7210.0,17.0,3.0,7794.0,4235749312.0
8,7,1,7260.0,17.0,3.0,7610.0,4258302180.0
8,8,1,7390.0,17.0,3.0,7350.0,4316939636.0
8,8,1,7440.0,17.0,3.0,7268.0,4339492504.0
8,8,1,7550.0,17.0,3.0,6655.0,4389108814.0
8,8,1,7760.0,17.0,3.0,6054.0,4483830859.0
8,8,1,7770.0,17.0,3.0,6053.0,4488341432.0
8,8,1,7870.0,17.0,3.0,5872.0,4533447168.0
8,8,1,7960.0,17.0,3.0,5589.0,4574042330.0
8,8,1,7970.0,17.0,3.0,5584.0,4578552904.0
8,8,1,8040.0,17.0,3.0,5447.0,4610126919.0
9,8,1,8150.0,17.0,3.0,5191.0,4659743228.0
9,8,1,8190.0,17.0,3.0,5035.0,4677785522.0
9,9,1,8260.0,16.0,3.0,4957.0,4709359537.0
9,9,1,8520.0,16.0,3.0,4306.0,4826634450.0
9,9,1,8610.0,16.0,3.0,4036.0,4867229612.0
9,9,1,8750.0,16.0,3.0,3514.0,4930377642.0
9,9,1,8800.0,16.0,3.0,3401.0,4952930510.0
9,9,1,8810.0,16.0,3.0,3399.0,4957441084.0
9,9,1,8840.0,16.0,3.0,3354.0,4970972804.0
9,9,1,8900.0,16.0,3.0,3316.0,4998036246.0
9,9,1,8960.0,16.0,3.0,3143.0,5025099687.0
9,9,1,8970.0,16.0,3.0,3136.0,5029610261.0
10,9,1,9080.0,16.0,3.0,2742.0,5079226570.0
10,10,1,9160.0,16.0,3.0,2569.0,5115311159.0
10,10,1,9590.0,16.0,3.0,1148.0,5309265822.0
10,10,1,9650.0,16.0,3.0,1078.0,5336329264.0
10,10,1,9690.0,16.0,3.0,1002.0,5354371558.0
10,10,1,9810.0,16.0,3.0,534.0,5408498441.0
10,10,1,9950.0,16.0,3.0,202.0,5471646471.0
10,10,1,9990.0,16.0,3.0,97.0,5489688765.0
2,1,2,1250.0,16.0,3.0,25953.0,1547447464.0
2,1,2,1300.0,16.0,3.0,25897.0,1570000331.0
2,1,2,1350.0,16.0,3.0,25782.0,1592553199.0
2,1,2,1370.0,16.0,3.0,25659.0,1601574346.0
2,1,2,1430.0,16.0,3.0,25375.0,1628637788.0
2,1,2,1520.0,16.0,3.0,25165.0,1669232950.0
2,1,2,1530.0,16.0,3.0,25149.0,1673743524.0
2,1,2,1630.0,16.0,3.0,24857.0,1718849259.0
2,1,2,1700.0,16.0,3.0,24693.0,1750423274.0
2,1,2,1710.0,16.0,3.0,24675.0,1754933848.0
2,1,2,1740.0,16.0,3.0,24578.0,1768465569.0
2,1,2,1870.0,16.0,3.0,24417.0,1827103025.0
2,1,2,1920.0,16.0,3.0,24239.0,1849655893.0
2,1,2,1930.0,16.0,3.0,24233.0,1854166466.0
2,1,2,2010.0,16.0,3.0,23950.0,1890251055.0
2,1,2,2030.0,16.0,3.0,23928.0,1899272202.0
2,1,2,2070.0,16.0,3.0,23835.0,1917314496.0
2,1,2,2080.0,16.0,3.0,23769.0,1921825070.0
2,2,2,2180.0,16.0,3.0,23327.0,1966930806.0
2,2,2,2190.0,16.0,3.0,23309.0,1971441379.0
3,2,2,2290.0,16.0,3.0,23006.0,2016547115.0
3,2,2,2330.0,16.0,3.0,22873.0,2034589409.0
3,2,2,2390.0,16.0,3.0,22755.0,2061652851.0
3,2,2,2550.0,16.0,3.0,22240.0,2133822028.0
3,2,2,2600.0,16.0,3.0,22053.0,2156374896.0
3,2,2,2620.0,16.0,3.0,21999.0,2165396043.0
3,2,2,2630.0,16.0,3.0,21979.0,2169906616.0
3,2,2,2770.0,16.0,3.0,21510.0,2233054646.0
3,2,2,2910.0,16.0,3.0,20969.0,2296202676.0
3,2,2,3060.0,16.0,3.0,20460.0,2363861280.0
4,3,2,3270.0,16.0,3.0,19705.0,2458583325.0
4,3,2,3310.0,16.0,3.0,19635.0,2476625619.0
4,3,2,3350.0,16.0,3.0,19566.0,2494667914.0
4,3,2,3360.0,15.0,3.0,19544.0,2499178487.0
4,3,2,3420.0,15.0,3.0,19361.0,2526241929.0
4,3,2,3530.0,15.0,3.0,19091.0,2575858238.0
4,3,2,3580.0,15.0,3.0,18986.0,2598411106.0
4,3,2,3640.0,15.0,3.0,18777.0,2625474547.0
4,3,2,3680.0,15.0,3.0,18717.0,2643516841.0
4,3,2,3770.0,15.0,3.0,18536.0,2684112004.0
4,3,2,3810.0,15.0,3.0,18374.0,2702154298.0
4,3,2,3820.0,15.0,3.0,18343.0,2706664871.0
4,4,2,3980.0,15.0,3.0,17811.0,2778834049.0
4,4,2,4020.0,15.0,3.0,17775.0,2796876343.0
5,4,2,4340.0,15.0,3.0,16408.0,2941214697.0
5,4,2,4410.0,15.0,3.0,16211.0,2972788712.0
5,4,2,4490.0,15.0,3.0,15914.0,3008873301.0
5,4,2,4510.0,15.0,3.0,15838.0,3017894448.0
5,4,2,4570.0,15.0,3.0,15729.0,3044957889.0
5,4,2,4660.0,15.0,3.0,15462.0,3085553051.0
5,4,2,4730.0,15.0,3.0,15224.0,3117127066.0
5,4,2,4760.0,15.0,3.0,15115.0,3130658787.0
5,5,2,4790.0,15.0,3.0,15028.0,3144190508.0
5,5,2,4940.0,15.0,3.0,14467.0,3211849111.0
5,5,2,5070.0,15.0,3.0,14161.0,3270486568.0
6,5,2,5170.0,15.0,3.0,13564.0,3315592304.0
6,5,2,5310.0,15.0,3.0,13070.0,3378740334.0
6,5,2,5370.0,15.0,3.0,12866.0,3405803775.0
6,5,2,5390.0,15.0,3.0,12782.0,3414824922.0
6,5,2,5450.0,15.0,3.0,12634.0,3441888364.0
6,5,2,5510.0,15.0,3.0,12499.0,3468951805.0
6,6,2,5900.0,15.0,3.0,11491.0,3644864174.0
6,6,2,6010.0,15.0,4.0,11236.0,3694480484.0
6,6,2,6020.0,15.0,4.0,11232.0,3698991057.0
6,6,2,6170.0,15.0,4.0,10713.0,3766649661.0
6,6,2,6200.0,15.0,4.0,10681.0,3780181381.0
6,6,2,6280.0,15.0,4.0,10499.0,3816265970.0
7,6,2,6290.0,15.0,4.0,10488.0,3820776544.0
7,6,2,6330.0,15.0,4.0,10412.0,3838818838.0
7,7,2,6530.0,15.0,4.0,9812.0,3929030309.0
7,7,2,6540.0,15.0,4.0,9793.0,3933540883.0
7,7,2,6880.0,15.0,4.0,8966.0,4086900384.0
8,7,2,7240.0,15.0,4.0,7691.0,4249281033.0
8,8,2,7360.0,15.0,4.0,7403.0,4303407916.0
8,8,2,7520.0,15.0,4.0,6755.0,4375577093.0
8,8,2,7580.0,15.0,4.0,6647.0,4402640534.0
8,8,2,7600.0,15.0,4.0,6583.0,4411661681.0
8,8,2,7720.0,15.0,4.0,6225.0,4465788564.0
8,8,2,7740.0,15.0,4.0,6108.0,4474809711.0
8,8,2,7800.0,15.0,4.0,6006.0,4501873153.0
8,8,2,7980.0,15.0,4.0,5552.0,4583063477.0
9,8,2,8240.0,15.0,4.0,4994.0,4700338390.0
9,9,2,8270.0,15.0,4.0,4899.0,4713870111.0
9,9,2,8360.0,15.0,4.0,4662.0,4754465273.0
9,9,2,8420.0,15.0,4.0,4568.0,4781528714.0
9,9,2,8580.0,15.0,4.0,4140.0,4853697891.0
9,9,2,8660.0,15.0,4.0,3853.0,4889782480.0
9,9,2,8820.0,15.0,4.0,3394.0,4961951657.0
9,9,2,8930.0,15.0,4.0,3314.0,5011567966.0
9,9,2,9000.0,15.0,4.0,2971.0,5043141981.0
10,9,2,9100.0,15.0,4.0,2688.0,5088247717.0
10,10,2,9320.0,15.0,4.0,2073.0,5187480336.0
10,10,2,9330.0,15.0,4.0,2056.0,5191990909.0
10,10,2,9340.0,15.0,4.0,2039.0,5196501483.0
10,10,2,9430.0,15.0,4.0,1670.0,5237096645.0
10,10,2,9440.0,15.0,4.0,1628.0,5241607219.0
10,10,2,9530.0,14.0,4.0,1333.0,5282202381.0
10,10,2,9710.0,14.0,4.0,956.0,5363392705.0
10,10,2,9750.0,14.0,4.0,765.0,5381434999.0
10,10,2,10010.0,14.0,4.0,90.0,5498709912.0
3,2,3,2220.0,14.0,4.0,23261.0,1984973100.0
3,2,3,2250.0,14.0,4.0,23171.0,1998504821.0
3,2,3,2260.0,14.0,4.0,23094.0,2003015394.0
3,2,3,2300.0,14.0,4.0,22958.0,2021057689.0
3,2,3,2490.0,14.0,4.0,22372.0,2106758586.0
3,2,3,2510.0,14.0,4.0,22298.0,2115779734.0
3,2,3,2570.0,14.0,4.0,22122.0,2142843175.0
3,2,3,2610.0,14.0,4.0,22046.0,2160885469.0
3,2,3,2700.0,14.0,4.0,21704.0,2201480631.0
3,2,3,2840.0,14.0,4.0,21279.0,2264628661.0
3,2,3,2870.0,14.0,4.0,21129.0,2278160382.0
3,2,3,2900.0,14.0,4.0,20982.0,2291692103.0
4,3,3,3410.0,14.0,4.0,19418.0,2521731355.0
4,3,3,3450.0,14.0,4.0,19178.0,2539773649.0
4,3,3,3500.0,14.0,4.0,19110.0,2562326517.0
4,3,3,3540.0,14.0,4.0,19087.0,2580368811.0
4,3,3,3630.0,14.0,4.0,18783.0,2620963974.0
4,3,3,3740.0,14.0,4.0,18559.0,2670580283.0
4,3,3,3800.0,14.0,4.0,18404.0,2697643724.0
4,4,3,4080.0,14.0,4.0,17293.0,2823939784.0
4,4,3,4100.0,14.0,4.0,17183.0,2832960931.0
4,4,3,4130.0,14.0,4.0,17061.0,2846492652.0
4,4,3,4190.0,14.0,4.0,16951.0,2873556094.0
5,4,3,4350.0,14.0,4.0,16373.0,2945725271.0
5,4,3,4360.0,14.0,4.0,16370.0,2950235844.0
5,4,3,4480.0,14.0,4.0,15915.0,3004362727.0
5,4,3,4580.0,14.0,4.0,15705.0,3049468463.0
5,4,3,4630.0,14.0,4.0,15505.0,3072021331.0
5,4,3,4640.0,14.0,4.0,15494.0,3076531904.0
5,4,3,4680.0,14.0,4.0,15421.0,3094574199.0
5,4,3,4740.0,14.0,4.0,15181.0,3121637640.0
5,5,3,4780.0,14.0,4.0,15043.0,3139679934.0
5,5,3,4850.0,14.0,4.0,14903.0,3171253949.0
5,5,3,4880.0,14.0,4.0,14662.0,3184785670.0
5,5,3,4950.0,14.0,4.0,14464.0,3216359685.0
5,5,3,5040.0,14.0,4.0,14195.0,3256954847.0
6,5,3,5130.0,14.0,4.0,13696.0,3297550009.0
6,5,3,5230.0,14.0,4.0,13393.0,3342655745.0
6,5,3,5250.0,14.0,4.0,13370.0,3351676892.0
6,5,3,5270.0,14.0,4.0,13276.0,3360698039.0
6,5,3,5280.0,13.0,4.0,13261.0,3365208613.0
6,5,3,5430.0,13.0,4.0,12701.0,3432867216.0
6,5,3,5570.0,13.0,4.0,12371.0,3496015246.0
6,5,3,5620.0,13.0,4.0,12287.0,3518568114.0
6,6,3,5730.0,13.0,4.0,11980.0,3568184424.0
6,6,3,5750.0,13.0,5.0,11957.0,3577205571.0
6,6,3,5800.0,13.0,5.0,11784.0,3599758439.0
6,6,3,5860.0,13.0,5.0,11621.0,3626821880.0
6,6,3,5890.0,13.0,5.0,11493.0,3640353601.0
6,6,3,5940.0,13.0,5.0,11385.0,3662906469.0
7,6,3,6310.0,13.0,5.0,10464.0,3829797691.0
7,6,3,6320.0,13.0,5.0,10464.0,3834308264.0
7,6,3,6420.0,13.0,5.0,10121.0,3879414000.0
7,7,3,6710.0,13.0,5.0,9315.0,4010220634.0
7,7,3,6770.0,13.0,5.0,9166.0,4037284075.0
7,7,3,6800.0,13.0,5.0,9133.0,4050815796.0
7,7,3,6850.0,13.0,5.0,8988.0,4073368664.0
7,7,3,6860.0,13.0,5.0,8986.0,4077879237.0
7,7,3,6910.0,13.0,5.0,8879.0,4100432105.0
7,7,3,6960.0,13.0,5.0,8661.0,4122984973.0
7,7,3,7110.0,13.0,5.0,8056.0,4190643576.0
8,7,3,7230.0,13.0,5.0,7732.0,4244770459.0
8,7,3,7250.0,13.0,5.0,7679.0,4253791606.0
8,7,3,7310.0,13.0,5.0,7479.0,4280855048.0
8,8,3,7410.0,13.0,5.0,7326.0,4325960784.0
8,8,3,7500.0,13.0,5.0,6866.0,4366555946.0
8,8,3,7530.0,13.0,5.0,6697.0,4380087666.0
8,8,3,7620.0,13.0,5.0,6486.0,4420682829.0
8,8,3,7630.0,13.0,5.0,6474.0,4425193402.0
8,8,3,7710.0,13.0,5.0,6235.0,4461277991.0
8,8,3,8020.0,13.0,5.0,5485.0,4601105771.0
8,8,3,8050.0,13.0,5.0,5443.0,4614637492.0
9,8,3,8080.0,13.0,5.0,5400.0,4628169213.0
9,8,3,8210.0,13.0,5.0,5024.0,4686806669.0
9,9,3,8340.0,13.0,5.0,4681.0,4745444126.0
9,9,3,8380.0,13.0,5.0,4639.0,4763486420.0
9,9,3,8510.0,13.0,5.0,4369.0,4822123876.0
9,9,3,8650.0,13.0,5.0,3944.0,4885271906.0
9,9,3,8670.0,13.0,5.0,3816.0,4894293054.0
9,9,3,8680.0,12.0,5.0,3788.0,4898803627.0
9,9,3,8790.0,12.0,5.0,3442.0,4948419936.0
9,9,3,8980.0,12.0,5.0,3033.0,5034120834.0
9,9,3,9020.0,12.0,5.0,2934.0,5052163129.0
10,10,3,9170.0,12.0,5.0,2538.0,5119821732.0
10,10,3,9260.0,12.0,5.0,2294.0,5160416894.0
10,10,3,9350.0,12.0,5.0,2013.0,5201012056.0
10,10,3,9400.0,12.0,5.0,1813.0,5223564924.0
10,10,3,9450.0,12.0,5.0,1620.0,5246117792.0
10,10,3,9460.0,12.0,5.0,1417.0,5250628366.0
10,10,3,9510.0,12.0,5.0,1335.0,5273181234.0
10,10,3,9580.0,12.0,5.0,1155.0,5304755249.0
10,10,3,9620.0,12.0,5.0,1112.0,5322797543.0
10,10,3,9680.0,12.0,5.0,1007.0,5349860984.0
10,10,3,9740.0,12.0,5.0,938.0,5376924426.0
10,10,3,9760.0,12.0,5.0,749.0,5385945573.0
10,10,3,9780.0,12.0,5.0,713.0,5394966720.0
10,10,3,9790.0,12.0,5.0,658.0,5399477294.0
10,10,3,9870.0,12.0,5.0,382.0,5435561882.0
10,10,3,9920.0,12.0,5.0,224.0,5458114750.0
10,10,3,9960.0,12.0,5.0,175.0,5476157044.0
4,3,4,3210.0,12.0,5.0,19956.0,2431519884.0
4,3,4,3600.0,12.0,5.0,18978.0,2607432253.0
4,3,4,3670.0,12.0,5.0,18722.0,2639006268.0
4,3,4,3780.0,12.0,5.0,18473.0,2688622577.0
4,3,4,3850.0,12.0,5.0,18266.0,2720196592.0
4,3,4,3870.0,12.0,5.0,18202.0,2729217739.0
4,4,4,3930.0,12.0,5.0,17927.0,2756281181.0
4,4,4,4050.0,12.0,5.0,17397.0,2810408064.0
4,4,4,4140.0,12.0,5.0,17035.0,2851003226.0
4,4,4,4200.0,12.0,5.0,16934.0,2878066667.0
5,4,4,4300.0,12.0,5.0,16533.0,2923172403.0
5,4,4,4400.0,12.0,5.0,16215.0,2968278139.0
5,4,4,4440.0,12.0,5.0,16120.0,2986320433.0
5,4,4,4450.0,12.0,5.0,16076.0,2990831006.0
5,5,4,4810.0,12.0,5.0,14951.0,3153211655.0
5,5,4,5000.0,12.0,5.0,14291.0,3238912553.0
5,5,4,5050.0,12.0,5.0,14193.0,3261465421.0
5,5,4,5110.0,12.0,5.0,13853.0,3288528862.0
6,5,4,5300.0,12.0,5.0,13102.0,3374229760.0
