numberBedroom,numberBathroom,totalFloor,area,frontWidth,inletWidth,distanceCenter,price
9,9,1,8520,16,3,4306,4826634450
9,9,1,8610,16,3,4036,4867229612
9,9,1,8750,16,3,3514,4930377642
9,9,1,8800,16,3,3401,4952930510
9,9,1,8810,16,3,3399,4957441084
9,9,1,8840,16,3,3354,4970972804
9,9,1,8900,16,3,3316,4998036246
9,9,1,8960,16,3,3143,5025099687
9,9,1,8970,16,3,3136,5029610261
10,9,1,9080,16,3,2742,5079226570
10,10,1,9160,16,3,2569,5115311159
10,10,1,9590,16,3,1148,5309265822
10,10,1,9650,16,3,1078,5336329264
10,10,1,9690,16,3,1002,5354371558
10,10,1,9810,16,3,534,5408498441
10,10,1,9950,16,3,202,5471646471
10,10,1,9990,16,3,97,5489688765
2,1,2,1250,16,3,25953,1547447464
2,1,2,1300,16,3,25897,1570000331
2,1,2,1350,16,3,25782,1592553199
2,1,2,1370,16,3,25659,1601574346
2,1,2,1430,16,3,25375,1628637788
2,1,2,1520,16,3,25165,1669232950
2,1,2,1530,16,3,25149,1673743524
2,1,2,1630,16,3,24857,1718849259
2,1,2,1700,16,3,24693,1750423274
2,1,2,1710,16,3,24675,1754933848
2,1,2,1740,16,3,24578,1768465569
2,1,2,1870,16,3,24417,1827103025
2,1,2,1920,16,3,24239,1849655893
2,1,2,1930,16,3,24233,1854166466
2,1,2,2010,16,3,23950,1890251055
2,1,2,2030,16,3,23928,1899272202
2,1,2,2070,16,3,23835,1917314496
2,1,2,2080,16,3,23769,1921825070
2,2,2,2180,16,3,23327,1966930806
2,2,2,2190,16,3,23309,1971441379
3,2,2,2290,16,3,23006,2016547115
3,2,2,2330,16,3,22873,2034589409
3,2,2,2390,16,3,22755,2061652851
3,2,2,2550,16,3,22240,2133822028
3,2,2,2600,16,3,22053,2156374896
3,2,2,2620,16,3,21999,2165396043
3,2,2,2630,16,3,21979,2169906616
3,2,2,2770,16,3,21510,2233054646
3,2,2,2910,16,3,20969,2296202676
3,2,2,3060,16,3,20460,2363861280
4,3,2,3270,16,3,19705,2458583325
4,3,2,3310,16,3,19635,2476625619
4,3,2,3350,16,3,19566,2494667914
4,3,2,3360,15,3,19544,2499178487
4,3,2,3420,15,3,19361,2526241929
4,3,2,3530,15,3,19091,2575858238
4,3,2,3580,15,3,18986,2598411106
4,3,2,3640,15,3,18777,2625474547
4,3,2,3680,15,3,18717,2643516841
4,3,2,3770,15,3,18536,2684112004
4,3,2,3810,15,3,18374,2702154298
4,3,2,3820,15,3,18343,2706664871
4,4,2,3980,15,3,17811,2778834049
4,4,2,4020,15,3,17775,2796876343
5,4,2,4340,15,3,16408,2941214697
5,4,2,4410,15,3,16211,2972788712
5,4,2,4490,15,3,15914,3008873301
5,4,2,4510,15,3,15838,3017894448
5,4,2,4570,15,3,15729,3044957889
5,4,2,4660,15,3,15462,3085553051
5,4,2,4730,15,3,15224,3117127066
5,4,2,4760,15,3,15115,3130658787
5,5,2,4790,15,3,15028,3144190508
5,5,2,4940,15,3,14467,3211849111
5,5,2,5070,15,3,14161,3270486568
6,5,2,5170,15,3,13564,3315592304
6,5,2,5310,15,3,13070,3378740334
6,5,2,5370,15,3,12866,3405803775
6,5,2,5390,15,3,12782,3414824922
6,5,2,5450,15,3,12634,3441888364
6,5,2,5510,15,3,12499,3468951805
6,6,2,5900,15,3,11491,3644864174
6,6,2,6010,15,4,11236,3694480484
6,6,2,6020,15,4,11232,3698991057
6,6,2,6170,15,4,10713,3766649661
6,6,2,6200,15,4,10681,3780181381
6,6,2,6280,15,4,10499,3816265970
7,6,2,6290,15,4,10488,3820776544
7,6,2,6330,15,4,10412,3838818838
7,7,2,6530,15,4,9812,3929030309
7,7,2,6540,15,4,9793,3933540883
7,7,2,6880,15,4,8966,4086900384
8,7,2,7240,15,4,7691,4249281033
8,8,2,7360,15,4,7403,4303407916
8,8,2,7520,15,4,6755,4375577093
8,8,2,7580,15,4,6647,4402640534
8,8,2,7600,15,4,6583,4411661681
8,8,2,7720,15,4,6225,4465788564
8,8,2,7740,15,4,6108,4474809711
8,8,2,7800,15,4,6006,4501873153
8,8,2,7980,15,4,5552,4583063477
9,8,2,8240,15,4,4994,4700338390
9,9,2,8270,15,4,4899,4713870111
9,9,2,8360,15,4,4662,4754465273
9,9,2,8420,15,4,4568,4781528714
9,9,2,8580,15,4,4140,4853697891
9,9,2,8660,15,4,3853,4889782480
9,9,2,8820,15,4,3394,4961951657
9,9,2,8930,15,4,3314,5011567966
9,9,2,9000,15,4,2971,5043141981
10,9,2,9100,15,4,2688,5088247717
10,10,2,9320,15,4,2073,5187480336
10,10,2,9330,15,4,2056,5191990909
10,10,2,9340,15,4,2039,5196501483
10,10,2,9430,15,4,1670,5237096645
10,10,2,9440,15,4,1628,5241607219
10,10,2,9530,14,4,1333,5282202381
10,10,2,9710,14,4,956,5363392705
10,10,2,9750,14,4,765,5381434999
10,10,2,10010,14,4,90,5498709912
2,1,3,1230,14,4,26044,1538426316
2,1,3,1270,14,4,25946,1556468611
2,1,3,1480,14,4,25273,1651190656
2,1,3,1580,14,4,25078,1696296391
2,1,3,1790,14,4,24532,1791018436
2,1,3,2140,14,4,23470,1948888511
2,1,3,2150,14,4,23446,1953399085
2,2,3,2210,14,4,23288,1980462526
3,2,3,2220,14,4,23261,1984973100
3,2,3,2250,14,4,23171,1998504821
3,2,3,2260,14,4,23094,2003015394
3,2,3,2300,14,4,22958,2021057689
3,2,3,2490,14,4,22372,2106758586
3,2,3,2510,14,4,22298,2115779734
3,2,3,2570,14,4,22122,2142843175
3,2,3,2610,14,4,22046,2160885469
3,2,3,2700,14,4,21704,2201480631
3,2,3,2840,14,4,21279,2264628661
3,2,3,2870,14,4,21129,2278160382
3,2,3,2900,14,4,20982,2291692103
4,3,3,3410,14,4,19418,2521731355
4,3,3,3450,14,4,19178,2539773649
4,3,3,3500,14,4,19110,2562326517
4,3,3,3540,14,4,19087,2580368811
4,3,3,3630,14,4,18783,2620963974
4,3,3,3740,14,4,18559,2670580283
4,3,3,3800,14,4,18404,2697643724
4,4,3,4080,14,4,17293,2823939784
4,4,3,4100,14,4,17183,2832960931
4,4,3,4130,14,4,17061,2846492652
4,4,3,4190,14,4,16951,2873556094
5,4,3,4350,14,4,16373,2945725271
5,4,3,4360,14,4,16370,2950235844
5,4,3,4480,14,4,15915,3004362727
5,4,3,4580,14,4,15705,3049468463
5,4,3,4630,14,4,15505,3072021331
5,4,3,4640,14,4,15494,3076531904
5,4,3,4680,14,4,15421,3094574199
5,4,3,4740,14,4,15181,3121637640
5,5,3,4780,14,4,15043,3139679934
5,5,3,4850,14,4,14903,3171253949
5,5,3,4880,14,4,14662,3184785670
5,5,3,4950,14,4,14464,3216359685
5,5,3,5040,14,4,14195,3256954847
6,5,3,5130,14,4,13696,3297550009
6,5,3,5230,14,4,13393,3342655745
6,5,3,5250,14,4,13370,3351676892
6,5,3,5270,14,4,13276,3360698039
6,5,3,5280,13,4,13261,3365208613
6,5,3,5430,13,4,12701,3432867216
6,5,3,5570,13,4,12371,3496015246
6,5,3,5620,13,4,12287,3518568114
6,6,3,5730,13,4,11980,3568184424
6,6,3,5750,13,5,11957,3577205571
6,6,3,5800,13,5,11784,3599758439
6,6,3,5860,13,5,11621,3626821880
6,6,3,5890,13,5,11493,3640353601
6,6,3,5940,13,5,11385,3662906469
7,6,3,6310,13,5,10464,3829797691
7,6,3,6320,13,5,10464,3834308264
7,6,3,6420,13,5,10121,3879414000
7,7,3,6710,13,5,9315,4010220634
7,7,3,6770,13,5,9166,4037284075
7,7,3,6800,13,5,9133,4050815796
7,7,3,6850,13,5,8988,4073368664
7,7,3,6860,13,5,8986,4077879237
7,7,3,6910,13,5,8879,4100432105
7,7,3,6960,13,5,8661,4122984973
7,7,3,7110,13,5,8056,4190643576
8,7,3,7230,13,5,7732,4244770459
8,7,3,7250,13,5,7679,4253791606
8,7,3,7310,13,5,7479,4280855048
8,8,3,7410,13,5,7326,4325960784
8,8,3,7500,13,5,6866,4366555946
8,8,3,7530,13,5,6697,4380087666
8,8,3,7620,13,5,6486,4420682829
8,8,3,7630,13,5,6474,4425193402
8,8,3,7710,13,5,6235,4461277991
8,8,3,8020,13,5,5485,4601105771
8,8,3,8050,13,5,5443,4614637492
9,8,3,8080,13,5,5400,4628169213
9,8,3,8210,13,5,5024,4686806669
9,9,3,8340,13,5,4681,4745444126
9,9,3,8380,13,5,4639,4763486420
9,9,3,8510,13,5,4369,4822123876
9,9,3,8650,13,5,3944,4885271906
9,9,3,8670,13,5,3816,4894293054
9,9,3,8680,12,5,3788,4898803627
9,9,3,8790,12,5,3442,4948419936
9,9,3,8980,12,5,3033,5034120834
9,9,3,9020,12,5,2934,5052163129
10,10,3,9170,12,5,2538,5119821732
10,10,3,9260,12,5,2294,5160416894
10,10,3,9350,12,5,2013,5201012056
10,10,3,9400,12,5,1813,5223564924
10,10,3,9450,12,5,1620,5246117792
10,10,3,9460,12,5,1417,5250628366
10,10,3,9510,12,5,1335,5273181234
10,10,3,9580,12,5,1155,5304755249
10,10,3,9620,12,5,1112,5322797543
10,10,3,9680,12,5,1007,5349860984
10,10,3,9740,12,5,938,5376924426
10,10,3,9760,12,5,749,5385945573
10,10,3,9780,12,5,713,5394966720
10,10,3,9790,12,5,658,5399477294
10,10,3,9870,12,5,382,5435561882
10,10,3,9920,12,5,224,5458114750
10,10,3,9960,12,5,175,5476157044
2,1,4,1240,12,5,25989,1542936890
2,1,4,1290,12,5,25916,1565489758
2,1,4,1450,12,5,25328,1637658935
2,1,4,1570,12,5,25096,1691785818
2,1,4,1640,12,5,24809,1723359833
2,1,4,1800,12,5,24530,1795529010
2,1,4,1850,12,5,24463,1818081878
2,1,4,1860,12,5,24440,1822592451
3,2,4,2410,12,5,22715,2070673998
3,2,4,2470,12,5,22520,2097737439
3,2,4,2580,12,5,22111,2147353749
3,2,4,2650,12,5,21949,2178927764
3,2,4,2790,12,5,21437,2242075794
3,2,4,2860,12,5,21207,2273649809
3,2,4,2930,12,5,20909,2305223824
3,2,4,2990,12,5,20653,2332287265
3,2,4,3020,12,5,20602,2345818986
3,2,4,3040,12,5,20535,2354840133
3,2,4,3080,12,5,20333,2372882427
4,3,4,3210,12,5,19956,2431519884
4,3,4,3600,12,5,18978,2607432253
4,3,4,3670,12,5,18722,2639006268
4,3,4,3780,12,5,18473,2688622577
4,3,4,3850,12,5,18266,2720196592
4,3,4,3870,12,5,18202,2729217739
4,4,4,3930,12,5,17927,2756281181
4,4,4,4050,12,5,17397,2810408064
4,4,4,4140,12,5,17035,2851003226
4,4,4,4200,12,5,16934,2878066667
5,4,4,4300,12,5,16533,2923172403
5,4,4,4400,12,5,16215,2968278139
5,4,4,4440,12,5,16120,2986320433
5,4,4,4450,12,5,16076,2990831006
5,5,4,4810,12,5,14951,3153211655
5,5,4,5000,12,5,14291,3238912553
5,5,4,5050,12,5,14193,3261465421
5,5,4,5110,12,5,13853,3288528862
6,5,4,5300,12,5,13102,3374229760
6,5,4,5380,12,5,12811,3410314349
6,5,4,5470,12,5,12580,3450909511
6,5,4,5520,12,5,12486,3473462379
6,5,4,5530,12,5,12469,3477972952
6,5,4,5610,12,5,12297,3514057541
6,6,4,5870,12,5,11503,3631332454
6,6,4,5930,12,6,11401,3658395895
6,6,4,6000,12,6,11238,3689969910
6,6,4,6060,12,6,11083,3717033351
6,6,4,6090,12,6,10944,3730565072
6,6,4,6110,12,6,10841,3739586219
6,6,4,6190,12,6,10697,3775670808
6,6,4,6240,12,6,10528,3798223676
6,6,4,6250,11,6,10512,3802734249
7,6,4,6370,11,6,10321,3856861132
7,7,4,6460,11,6,9999,3897456294
7,7,4,6670,11,6,9395,3992178339
7,7,4,6690,11,6,9347,4001199486
7,7,4,6730,11,6,9310,4019241781
7,7,4,6790,11,6,9157,4046305222
7,7,4,6840,11,6,9011,4068858090
7,7,4,6870,11,6,8979,4082389811
7,7,4,6920,11,6,8869,4104942679
7,7,4,6970,11,6,8603,4127495546
7,7,4,7020,11,6,8501,4150048414
7,7,4,7040,11,6,8382,4159069561
8,7,4,7190,11,6,7862,4226728165
8,7,4,7220,11,6,7767,4240259886
8,8,4,7430,11,6,7273,4334981931
8,8,4,7470,11,6,7043,4353024225
8,8,4,7510,11,6,6808,4371066519
8,8,4,7540,11,6,6676,4384598240
8,8,4,7780,11,6,6044,4492852006
8,8,4,7790,11,6,6038,4497362579
8,8,4,7810,11,6,5999,4506383726
8,8,4,7990,11,6,5528,4587574051
8,8,4,8030,11,6,5455,4605616345
9,8,4,8130,11,6,5247,4650722081
9,8,4,8200,11,6,5033,4682296096
9,9,4,8290,11,6,4863,4722891258
9,9,4,8300,11,6,4863,4727401831
9,9,4,8310,11,6,4805,4731912405
9,9,4,8320,11,6,4784,4736422979
9,9,4,8400,11,6,4602,4772507567
9,9,4,8450,11,6,4484,4795060435
9,9,4,8550,11,6,4256,4840166171
9,9,4,8700,11,6,3714,4907824774
9,9,4,8880,11,6,3320,4989015099
9,9,4,8910,11,6,3316,5002546819
9,9,4,9070,11,6,2744,5074715996
10,10,4,9110,11,6,2668,5092758291
10,10,4,9230,11,6,2352,5146885174
10,10,4,9250,11,6,2347,5155906321
10,10,4,9390,11,6,1824,5219054351
10,10,4,9480,11,6,1410,5259649513
10,10,4,9630,11,6,1094,5327308116
10,10,4,9850,11,6,433,5426540735
10,10,4,9860,11,6,387,5431051309
10,10,4,9940,11,6,205,5467135897
10,10,4,9970,11,6,149,5480667618
10,10,4,10000,11,6,91,5494199339
2,1,5,1260,11,6,25952,1551958037
2,1,5,1500,11,6,25207,1660211803
2,1,5,1510,11,6,25185,1664722376
2,1,5,1660,11,6,24731,1732380980
2,1,5,1680,11,6,24717,1741402127
2,1,5,1730,11,6,24594,1763954995
2,1,5,1760,10,6,24558,1777486716
2,1,5,1830,10,6,24501,1809060731
2,1,5,1960,10,6,24162,1867698187
2,1,5,2000,10,6,23965,1885740481
2,1,5,2020,10,6,23931,1894761629
2,1,5,2110,10,6,23760,1935356791
3,2,5,2230,10,6,23257,1989483674
3,2,5,2350,10,6,22859,2043610556
3,2,5,2370,10,6,22801,2052631704
3,2,5,2480,10,6,22415,2102248013
3,2,5,2560,10,6,22223,2138332601
3,2,5,2590,10,6,22102,2151864322
3,2,5,2640,10,6,21963,2174417190
3,2,5,2740,10,6,21601,2219522926
3,2,5,2830,10,6,21283,2260118088
3,2,5,2920,10,6,20943,2300713250
3,2,5,2940,10,6,20895,2309734397
3,2,5,3000,10,6,20617,2336797839
3,3,5,3120,10,6,20154,2390924721
3,3,5,3140,10,6,20132,2399945869
3,3,5,3160,10,6,20091,2408967016
4,3,5,3220,10,6,19949,2436030457
4,3,5,3300,10,6,19666,2472115046
4,3,5,3460,10,6,19169,2544284223
4,3,5,3490,10,6,19111,2557815944
4,3,5,3660,10,6,18733,2634495694
4,3,5,3860,10,6,18236,2724707166
4,3,5,3900,10,6,18145,2742749460
4,3,5,3910,10,6,18022,2747260034
4,4,5,3940,10,6,17888,2760791754
4,4,5,3950,10,6,17886,2765302328
4,4,5,3970,10,6,17816,2774323475
4,4,5,4060,10,6,17371,2814918637
4,4,5,4090,10,6,17232,2828450358
4,4,5,4110,10,6,17157,2837471505
5,4,5,4220,10,6,16920,2887087814
5,4,5,4230,10,6,16868,2891598388
5,4,5,4250,10,6,16805,2900619535
5,4,5,4290,10,6,16538,2918661829
5,4,5,4420,10,6,16173,2977299286
5,4,5,4540,10,7,15795,3031426169
5,4,5,4560,10,7,15775,3040447316
5,5,5,4800,10,7,15028,3148701081
5,5,5,4870,10,7,14681,3180275096
5,5,5,4910,10,7,14586,3198317391
5,5,5,5030,10,7,14207,3252444274
5,5,5,5060,10,7,14162,3265975994
6,5,5,5150,10,7,13596,3306571156
6,5,5,5220,10,7,13439,3338145171
6,5,5,5320,10,7,13013,3383250907
6,5,5,5330,10,7,12968,3387761481
6,5,5,5350,10,7,12935,3396782628
6,5,5,5480,10,7,12564,3455420084
6,5,5,5500,10,7,12525,3464441231
6,6,5,5650,10,7,12199,3532099835
6,6,5,5680,10,7,12132,3545631556
6,6,5,5700,10,7,12040,3554652703
6,6,5,5790,10,7,11818,3595247865
6,6,5,6030,9,7,11201,3703501631
6,6,5,6230,9,7,10590,3793713102
6,6,5,6260,9,7,10509,3807244823
7,6,5,6300,9,7,10473,3825287117
7,6,5,6380,9,7,10254,3861371706
7,6,5,6410,9,7,10133,3874903426
7,7,5,6480,9,7,9979,3906477441
7,7,5,6500,9,7,9902,3915498589
7,7,5,6580,9,7,9665,3951583177
7,7,5,6650,9,7,9512,3983157192
7,7,5,6740,9,7,9287,4023752354
7,7,5,6830,9,7,9016,4064347516
7,7,5,6940,9,7,8774,4113963826
7,7,5,6980,9,7,8597,4132006120
7,7,5,7090,9,7,8181,4181622429
7,7,5,7120,9,7,8037,4195154150
8,8,5,7350,9,7,7421,4298897342
8,8,5,7400,9,7,7339,4321450210
8,8,5,7420,9,7,7293,4330471357
8,8,5,7560,9,7,6654,4393619387
8,8,5,7830,9,7,5971,4515404874
9,8,5,8090,9,7,5391,4632679786
9,8,5,8100,9,7,5331,4637190360
9,8,5,8120,9,7,5291,4646211507
9,8,5,8140,9,7,5233,4655232654
9,9,5,8330,9,7,4751,4740933552
9,9,5,8500,9,7,4379,4817613303
9,9,5,8530,9,7,4293,4831145024
9,9,5,8540,9,7,4273,4835655597
9,9,5,8620,9,7,4004,4871740186
9,9,5,8690,9,7,3742,4903314201
9,9,5,8710,9,7,3704,4912335348
9,9,5,8730,9,7,3554,4921356495
9,9,5,9030,9,7,2915,5056673702
10,10,5,9150,9,7,2651,5110800585
10,10,5,9200,9,7,2419,5133353453
10,10,5,9240,9,7,2349,5151395747
10,10,5,9270,9,7,2281,5164927468
10,10,5,9290,9,7,2183,5173948615
10,10,5,9300,9,7,2177,5178459189
10,10,5,9660,9,7,1064,5340839837
10,10,5,9700,9,7,976,5358882131
10,10,5,9720,9,7,942,5367903279
10,10,5,9800,9,7,631,5403987867
10,10,5,9900,9,7,289,5449093603
10,10,5,9930,9,7,219,5462625324
2,1,6,1190,9,7,26147,1520384022
2,1,6,1200,9,7,26067,1524894596
2,1,6,1280,9,7,25944,1560979184
2,1,6,1340,8,7,25821,1588042626
2,1,6,1460,8,7,25293,1642169509
2,1,6,1560,8,7,25099,1687275244
2,1,6,1600,8,7,24974,1705317539
2,1,6,1780,8,7,24546,1786507863
2,1,6,1810,8,7,24529,1800039584
2,1,6,1900,8,7,24320,1840634746
2,1,6,1980,8,7,24040,1876719334
2,1,6,1990,8,7,24011,1881229908
2,1,6,2040,8,7,23921,1903782776
2,1,6,2130,8,7,23633,1944377938
3,2,6,2500,8,7,22365,2111269160
3,2,6,2710,8,7,21683,2205991205
